profile	frame_counter	ascent_rate_ms	latitude	longitude	altitude_m	vn_ms	ve_ms	vu_ms	battery_mv	tx_ma	system_temp_c	sats_used	fix_type	pdop	hdop	vdop	gps_week	tow_ms	cal_version	pressure_offset	temp_offset	humidity_offset	rf_tune_id	manufacturing_lot	raw_rssi_dbm	raw_snr_db	temperature_c	pressure_hpa	relative_humidity_pct	wind_dir_deg	wind_speed_ms	phase
988	988	0.75	19.831085	73.992843	4771.0	3.49	0.31	0.75	3752	117	15.5	9	3	2.3	1.4	1.8	1869	56227000	2	-0.11	0.03	0.5	403	M4643053	-82	13.8	3.8	620.6	31.0	185.0	3.5	ascent
989	989	0.75	19.83121	73.992855	4774.0	3.49	0.31	0.75	3746	122	16.3	9	3	1.2	1.6	0.3	1869	56231000	2	-0.1	-0.03	0.3	403	M4643053	-84	14.1	3.8	620.4	31.0	185.0	3.5	ascent
990	990	0.5	19.831336	73.992867	4776.0	3.49	0.31	0.5	3753	121	16.0	8	3	2.3	1.7	1.5	1869	56235000	2	-0.06	0.02	0.9	403	M4643053	-86	11.4	3.8	620.2	31.0	185.0	3.5	ascent
991	991	1.0	19.831461	73.992878	4780.0	3.49	0.31	1.0	3755	122	15.5	8	3	1.2	1.6	0.3	1869	56239000	2	-0.23	0.11	0.6	403	M4643053	-80	16.9	3.8	620.0	31.0	185.0	3.5	ascent
992	992	0.75	19.831586	73.99289	4783.0	3.49	0.31	0.75	3755	123	16.3	8	3	1.5	1.5	0.3	1869	56243000	2	0.12	0.08	-0.0	403	M4643053	-88	8.4	3.7	619.7	31.0	185.0	3.5	ascent
993	993	1.0	19.831712	73.992901	4787.0	3.49	0.31	1.0	3751	117	16.0	12	3	2.3	1.1	2.0	1869	56247000	2	-0.09	0.13	-1.0	403	M4643053	-83	16.5	3.7	619.4	31.0	185.0	3.5	ascent
994	994	0.75	19.831837	73.992913	4790.0	3.49	0.31	0.75	3742	123	16.1	10	3	2.3	1.7	1.5	1869	56251000	2	-0.03	-0.06	-0.1	403	M4643053	-84	14.8	3.7	619.2	31.0	185.0	3.5	ascent
995	995	0.75	19.831962	73.992925	4793.0	3.49	0.31	0.75	3752	119	15.5	12	3	2.4	1.1	2.1	1869	56255000	2	0.29	-0.17	-0.7	403	M4643053	-83	8.2	3.6	618.9	31.0	185.0	3.5	ascent
996	996	1.0	19.832087	73.992936	4797.0	3.49	0.31	1.0	3758	119	15.8	12	3	1.6	1.7	0.3	1869	56259000	2	-0.11	-0.12	0.5	403	M4643053	-84	12.5	3.6	618.6	31.0	185.0	3.5	ascent
997	997	0.75	19.832216	73.992948	4800.0	3.59	0.31	0.75	3755	116	15.5	11	3	1.9	1.7	0.8	1869	56263000	2	0.26	0.19	-0.0	403	M4643053	-84	14.3	3.6	618.4	31.0	185.0	3.6	ascent
998	998	1.0	19.832345	73.99296	4804.0	3.59	0.31	1.0	3753	123	15.7	8	3	1.8	1.1	1.4	1869	56267000	2	0.24	-0.15	0.6	403	M4643053	-83	9.3	3.5	618.1	31.0	185.0	3.6	ascent
999	999	0.75	19.832474	73.992975	4807.0	3.58	0.38	0.75	3754	118	16.1	11	3	2.4	0.9	2.2	1869	56271000	2	0.02	-0.03	0.5	403	M4643053	-86	13.2	3.5	617.9	31.0	186.0	3.6	ascent
1000	1000	1.0	19.832603	73.992989	4811.0	3.58	0.38	1.0	3750	124	16.4	10	3	2.2	1.2	1.8	1869	56275000	2	0.11	-0.01	-0.9	403	M4643053	-86	11.8	3.5	617.6	31.0	186.0	3.6	ascent
1001	1001	0.75	19.832731	73.993004	4814.0	3.58	0.38	0.75	3746	116	16.2	11	3	2.1	1.6	1.4	1869	56279000	2	0.19	-0.0	-0.7	403	M4643053	-89	17.4	3.4	617.3	31.0	186.0	3.6	ascent
1002	1002	1.0	19.83286	73.993018	4818.0	3.58	0.38	1.0	3745	116	16.2	10	3	1.3	1.0	0.8	1869	56283000	2	-0.07	-0.19	0.0	403	M4643053	-82	13.2	3.4	617.1	31.0	186.0	3.6	ascent
1003	1003	0.75	19.832988	73.993032	4821.0	3.58	0.38	0.75	3742	116	15.7	12	3	1.5	1.2	0.9	1869	56287000	2	0.21	-0.06	-0.7	403	M4643053	-83	17.1	3.4	616.8	31.0	186.0	3.6	ascent
1004	1004	1.0	19.833117	73.993049	4825.0	3.57	0.44	1.0	3744	116	15.6	9	3	1.6	1.6	0.3	1869	56291000	2	0.25	-0.19	0.2	403	M4643053	-81	10.3	3.3	616.5	31.0	187.0	3.6	ascent
1005	1005	1.0	19.833245	73.993066	4829.0	3.57	0.44	1.0	3753	116	15.9	9	3	1.4	0.9	1.1	1869	56295000	2	0.23	0.17	0.2	403	M4643053	-80	16.9	3.3	616.2	31.0	187.0	3.6	ascent
1006	1006	1.0	19.833374	73.993083	4833.0	3.57	0.44	1.0	3746	121	16.1	9	3	2.1	1.6	1.4	1869	56299000	2	-0.13	-0.19	0.8	403	M4643053	-80	12.9	3.2	615.9	31.0	187.0	3.6	ascent
1007	1007	0.75	19.833502	73.993102	4836.0	3.56	0.5	0.75	3755	121	15.9	9	3	1.5	1.7	0.3	1869	56303000	2	0.23	-0.01	0.5	403	M4643053	-88	16.7	3.2	615.6	31.0	188.0	3.6	ascent
1008	1008	1.0	19.83363	73.993121	4840.0	3.56	0.5	1.0	3743	124	15.4	8	3	2.2	0.9	2.0	1869	56307000	2	-0.24	-0.0	0.9	403	M4643053	-81	17.0	3.2	615.4	31.0	188.0	3.6	ascent
1009	1009	0.75	19.833758	73.99314	4843.0	3.56	0.5	0.75	3741	115	16.0	12	3	1.2	0.9	0.8	1869	56311000	2	-0.07	0.14	-0.7	403	M4643053	-85	17.9	3.1	615.1	31.0	188.0	3.6	ascent
1010	1010	0.75	19.833886	73.993161	4846.0	3.56	0.56	0.75	3748	117	15.6	12	3	2.2	1.6	1.5	1869	56315000	2	0.0	-0.02	-0.4	403	M4643053	-80	11.5	3.1	614.9	31.0	189.0	3.6	ascent
1011	1011	1.0	19.834013	73.993183	4850.0	3.56	0.56	1.0	3746	120	15.8	9	3	1.7	1.6	0.6	1869	56319000	2	-0.18	0.1	-0.0	403	M4643053	-83	11.1	3.1	614.6	32.0	189.0	3.6	ascent
1012	1012	0.75	19.834141	73.993207	4853.0	3.55	0.63	0.75	3746	118	15.3	10	3	2.1	0.9	1.9	1869	56323000	2	-0.02	0.01	0.1	403	M4643053	-88	8.3	3.0	614.3	32.0	190.0	3.6	ascent
1013	1013	1.0	19.834268	73.993231	4857.0	3.55	0.63	1.0	3747	120	15.8	8	3	2.5	1.1	2.2	1869	56327000	2	0.01	-0.01	-1.0	403	M4643053	-87	12.0	3.0	614.1	32.0	190.0	3.6	ascent
1014	1014	0.75	19.834395	73.993257	4860.0	3.53	0.69	0.75	3742	116	15.8	11	3	1.6	1.2	1.1	1869	56331000	2	-0.0	-0.07	0.4	403	M4643053	-84	8.8	3.0	613.8	32.0	191.0	3.6	ascent
1015	1015	1.0	19.834522	73.993283	4864.0	3.53	0.69	1.0	3744	121	16.0	9	3	1.2	1.3	0.3	1869	56335000	2	0.13	-0.04	-0.3	403	M4643053	-88	11.7	2.9	613.5	32.0	191.0	3.6	ascent
1016	1016	0.75	19.834649	73.993312	4867.0	3.52	0.75	0.75	3751	119	15.5	9	3	1.7	0.9	1.4	1869	56339000	2	0.24	-0.17	0.6	403	M4643053	-87	8.0	2.9	613.3	32.0	192.0	3.6	ascent
1017	1017	1.0	19.834775	73.99334	4871.0	3.52	0.75	1.0	3745	117	15.4	8	3	1.1	1.2	0.3	1869	56343000	2	0.17	0.04	0.9	403	M4643053	-86	12.6	2.9	613.0	32.0	192.0	3.6	ascent
1018	1018	0.75	19.834901	73.993371	4874.0	3.51	0.81	0.75	3750	121	15.7	10	3	2.4	1.0	2.2	1869	56347000	2	0.19	0.07	-0.3	403	M4643053	-87	10.4	2.8	612.7	32.0	193.0	3.6	ascent
1019	1019	1.0	19.835027	73.993402	4878.0	3.51	0.81	1.0	3743	119	15.8	10	3	2.2	1.7	1.4	1869	56351000	2	-0.28	-0.19	-0.9	403	M4643053	-87	14.3	2.8	612.5	32.0	193.0	3.6	ascent
1020	1020	0.75	19.835153	73.993433	4881.0	3.51	0.81	0.75	3748	122	15.7	9	3	1.5	1.4	0.5	1869	56355000	2	-0.09	0.02	-0.2	403	M4643053	-89	13.3	2.8	612.2	32.0	193.0	3.6	ascent
1021	1021	1.0	19.835279	73.993466	4885.0	3.49	0.87	1.0	3749	115	15.9	12	3	1.2	1.7	0.3	1869	56359000	2	0.26	0.15	-0.8	403	M4643053	-84	9.5	2.8	611.9	31.0	194.0	3.6	ascent
1022	1022	1.0	19.835404	73.9935	4889.0	3.49	0.87	1.0	3756	117	15.3	12	3	1.5	1.3	0.7	1869	56363000	2	0.24	0.03	-0.9	403	M4643053	-80	10.1	2.7	611.7	31.0	194.0	3.6	ascent
1023	1023	0.75	19.835529	73.993535	4892.0	3.48	0.93	0.75	3750	117	15.2	9	3	1.3	1.0	0.8	1869	56367000	2	0.23	-0.19	-0.1	403	M4643053	-83	17.8	2.7	611.4	31.0	195.0	3.6	ascent
1024	1024	0.75	19.835654	73.993571	4895.0	3.48	0.93	0.75	3748	119	15.9	12	3	1.4	1.2	0.7	1869	56371000	2	-0.0	-0.2	-1.0	403	M4643053	-85	12.1	2.6	611.2	31.0	195.0	3.6	ascent
1025	1025	0.75	19.835779	73.993607	4898.0	3.48	0.93	0.75	3756	118	15.9	10	3	1.7	0.8	1.5	1869	56375000	2	-0.2	0.2	0.7	403	M4643053	-88	17.7	2.6	610.9	31.0	195.0	3.6	ascent
1026	1026	1.0	19.835904	73.993644	4902.0	3.46	0.99	1.0	3755	123	15.7	12	3	1.3	1.4	0.3	1869	56379000	2	0.22	0.01	-0.0	403	M4643053	-82	15.6	2.6	610.7	31.0	196.0	3.6	ascent
1027	1027	0.75	19.836028	73.993682	4905.0	3.46	0.99	0.75	3744	117	16.0	9	3	1.7	1.5	0.8	1869	56383000	2	0.24	0.09	-0.3	403	M4643053	-84	16.4	2.5	610.4	31.0	196.0	3.6	ascent
1028	1028	1.0	19.836152	73.99372	4909.0	3.46	0.99	1.0	3755	119	16.1	12	3	1.3	1.6	0.3	1869	56387000	2	-0.28	-0.09	-0.3	403	M4643053	-87	9.8	2.5	610.2	31.0	196.0	3.6	ascent
1029	1029	0.75	19.836277	73.993758	4912.0	3.46	0.99	0.75	3756	120	15.9	10	3	2.0	1.1	1.7	1869	56391000	2	0.05	0.2	-0.8	403	M4643053	-80	14.6	2.5	609.9	31.0	196.0	3.6	ascent
1030	1030	0.75	19.8364	73.993798	4915.0	3.44	1.05	0.75	3744	116	16.0	11	3	1.6	1.0	1.2	1869	56395000	2	0.15	-0.01	0.4	403	M4643053	-85	15.1	2.4	609.7	31.0	197.0	3.6	ascent
1031	1031	1.0	19.836527	73.99384	4919.0	3.54	1.08	1.0	3744	118	15.7	10	3	1.9	1.5	1.2	1869	56399000	2	0.02	-0.17	-0.2	403	M4643053	-86	11.5	2.4	609.4	31.0	197.0	3.7	ascent
1032	1032	0.75	19.836655	73.993881	4922.0	3.54	1.08	0.75	3753	122	15.7	10	3	2.1	1.6	1.4	1869	56403000	2	-0.15	-0.17	-0.5	403	M4643053	-84	10.0	2.4	609.1	31.0	197.0	3.7	ascent
1033	1033	1.0	19.836782	73.993922	4926.0	3.54	1.08	1.0	3743	121	15.4	8	3	1.4	1.7	0.3	1869	56407000	2	-0.0	-0.0	-0.1	403	M4643053	-84	12.8	2.3	608.9	31.0	197.0	3.7	ascent
1034	1034	0.75	19.836909	73.993964	4929.0	3.54	1.08	0.75	3749	115	15.9	10	3	1.9	1.2	1.5	1869	56411000	2	-0.11	-0.01	1.0	403	M4643053	-89	11.5	2.3	608.6	32.0	197.0	3.7	ascent
1035	1035	0.75	19.837036	73.994005	4932.0	3.54	1.08	0.75	3749	117	15.5	12	3	1.1	1.3	0.3	1869	56415000	2	-0.01	-0.15	-0.6	403	M4643053	-83	14.8	2.3	608.4	32.0	197.0	3.7	ascent
1036	1036	1.0	19.837163	73.994046	4936.0	3.54	1.08	1.0	3754	115	15.1	11	3	2.3	0.9	2.1	1869	56419000	2	-0.17	-0.16	-0.4	403	M4643053	-80	11.1	2.2	608.1	32.0	197.0	3.7	ascent
1037	1037	0.75	19.83729	73.994088	4939.0	3.54	1.08	0.75	3744	121	15.8	9	3	2.1	1.2	1.7	1869	56423000	2	-0.14	0.03	-1.0	403	M4643053	-89	15.3	2.2	607.9	32.0	197.0	3.7	ascent
1038	1038	1.0	19.837417	73.994131	4943.0	3.52	1.14	1.0	3752	124	15.3	11	3	1.2	1.7	0.3	1869	56427000	2	-0.02	0.04	-0.4	403	M4643053	-83	16.0	2.2	607.6	32.0	198.0	3.7	ascent
1039	1039	0.75	19.837543	73.994175	4946.0	3.52	1.14	0.75	3755	119	15.6	12	3	1.9	0.9	1.7	1869	56431000	2	0.25	-0.05	0.2	403	M4643053	-84	12.6	2.1	607.3	32.0	198.0	3.7	ascent
1040	1040	1.0	19.83767	73.994219	4950.0	3.52	1.14	1.0	3740	121	15.1	9	3	1.6	1.0	1.2	1869	56435000	2	0.18	0.1	-0.1	403	M4643053	-85	10.2	2.1	607.1	32.0	198.0	3.7	ascent
1041	1041	0.75	19.837796	73.994262	4953.0	3.52	1.14	0.75	3746	120	16.0	9	3	1.2	1.3	0.3	1869	56439000	2	0.24	0.16	0.2	403	M4643053	-85	14.6	2.1	606.8	32.0	198.0	3.7	ascent
1042	1042	1.0	19.837923	73.994306	4957.0	3.52	1.14	1.0	3749	116	15.9	10	3	1.6	1.5	0.6	1869	56443000	2	-0.02	-0.15	0.4	403	M4643053	-86	14.2	2.0	606.5	32.0	198.0	3.7	ascent
1043	1043	0.75	19.838046	73.994348	4960.0	3.42	1.11	0.75	3752	122	15.9	11	3	2.0	1.0	1.7	1869	56447000	2	-0.3	0.19	-0.2	403	M4643053	-86	13.1	2.0	606.3	32.0	198.0	3.6	ascent
1044	1044	1.0	19.838169	73.994391	4964.0	3.42	1.11	1.0	3746	115	15.9	12	3	2.3	1.5	1.7	1869	56451000	2	0.01	0.07	-0.1	403	M4643053	-80	13.0	2.0	606.0	32.0	198.0	3.6	ascent
1045	1045	0.75	19.838292	73.994433	4967.0	3.42	1.11	0.75	3753	117	15.2	11	3	2.3	1.6	1.7	1869	56455000	2	0.12	-0.12	0.7	403	M4643053	-87	16.8	1.9	605.7	32.0	198.0	3.6	ascent
1046	1046	1.0	19.838411	73.994475	4971.0	3.33	1.08	1.0	3747	123	15.6	8	3	1.3	1.0	0.8	1869	56459000	2	0.23	0.11	-0.3	403	M4643053	-86	16.7	1.9	605.5	32.0	198.0	3.5	ascent
1047	1047	1.0	19.838531	73.994514	4975.0	3.35	1.02	1.0	3750	118	15.6	10	3	2.1	1.3	1.6	1869	56463000	2	0.19	0.05	0.9	403	M4643053	-82	11.5	1.9	605.2	32.0	197.0	3.5	ascent
1048	1048	0.75	19.838652	73.994553	4978.0	3.35	1.02	0.75	3743	118	15.0	9	3	1.5	1.2	0.9	1869	56467000	2	0.08	-0.1	0.5	403	M4643053	-87	13.0	1.8	604.9	32.0	197.0	3.5	ascent
1049	1049	1.0	19.838769	73.994591	4982.0	3.25	0.99	1.0	3743	123	15.5	12	3	2.0	1.4	1.4	1869	56471000	2	-0.06	0.15	0.3	403	M4643053	-87	16.8	1.8	604.6	32.0	197.0	3.4	ascent
1050	1050	1.0	19.838885	73.994629	4986.0	3.25	0.99	1.0	3744	123	15.0	9	3	1.7	1.6	0.6	1869	56475000	2	0.28	0.01	-0.3	403	M4643053	-84	10.0	1.8	604.4	32.0	197.0	3.4	ascent
1051	1051	0.75	19.838999	73.994666	4989.0	3.16	0.96	0.75	3742	122	15.0	12	3	1.6	1.2	1.1	1869	56479000	2	-0.06	-0.05	1.0	403	M4643053	-84	15.0	1.7	604.1	32.0	197.0	3.3	ascent
1052	1052	0.75	19.839109	73.994701	4992.0	3.06	0.94	0.75	3742	117	15.9	10	3	2.2	0.8	2.0	1869	56483000	2	0.23	-0.17	-1.0	403	M4643053	-81	10.2	1.7	603.9	32.0	197.0	3.2	ascent
1053	1053	1.0	19.839219	73.994737	4996.0	3.06	0.94	1.0	3740	122	15.1	10	3	2.3	1.1	2.0	1869	56487000	2	-0.08	-0.11	0.1	403	M4643053	-83	12.3	1.7	603.6	31.0	197.0	3.2	ascent
1054	1054	0.75	19.839326	73.99477	4999.0	2.98	0.85	0.75	3746	121	15.2	9	3	2.3	1.7	1.5	1869	56491000	2	0.29	0.12	0.8	403	M4643053	-81	15.5	1.7	603.3	31.0	196.0	3.1	ascent
1055	1055	1.0	19.839429	73.994801	5003.0	2.88	0.83	1.0	3741	119	15.8	9	3	1.4	1.7	0.3	1869	56495000	2	0.04	-0.01	-0.8	403	M4643053	-84	15.8	1.8	603.1	30.0	196.0	3.0	ascent
1056	1056	0.75	19.83953	73.994832	5006.0	2.79	0.8	0.75	3740	115	15.1	12	3	1.5	1.6	0.3	1869	56499000	2	-0.01	-0.18	0.6	403	M4643053	-88	16.7	1.8	602.8	30.0	196.0	2.9	ascent
1057	1057	1.0	19.839627	73.99486	5010.0	2.7	0.72	1.0	3747	120	15.4	10	3	1.3	1.1	0.7	1869	56503000	2	0.04	-0.01	0.0	403	M4643053	-80	16.6	1.8	602.6	30.0	195.0	2.8	ascent
1058	1058	0.75	19.839721	73.994886	5013.0	2.61	0.7	0.75	3742	118	15.8	8	3	1.7	1.1	1.3	1869	56507000	2	-0.08	0.08	-0.1	403	M4643053	-84	16.6	1.8	602.3	29.0	195.0	2.7	ascent
1059	1059	0.75	19.839811	73.99491	5016.0	2.52	0.63	0.75	3749	122	15.6	8	3	2.4	1.7	1.7	1869	56511000	2	-0.05	-0.13	-0.1	403	M4643053	-82	16.6	1.8	602.1	28.0	194.0	2.6	ascent
1060	1060	1.0	19.839899	73.994932	5020.0	2.44	0.56	1.0	3740	115	15.8	11	3	1.6	1.6	0.3	1869	56515000	2	0.12	0.07	-0.8	403	M4643053	-88	9.8	1.8	601.8	28.0	193.0	2.5	ascent
1061	1061	1.0	19.839983	73.994953	5024.0	2.34	0.54	1.0	3748	116	15.4	11	3	2.4	1.7	1.7	1869	56519000	2	-0.15	0.04	0.2	403	M4643053	-80	17.6	1.8	601.5	28.0	193.0	2.4	ascent
1062	1062	0.75	19.840064	73.994971	5027.0	2.25	0.48	0.75	3753	117	15.4	8	3	2.1	1.8	1.1	1869	56523000	2	0.0	-0.2	0.8	403	M4643053	-84	17.8	1.8	601.2	27.0	192.0	2.3	ascent
1063	1063	1.0	19.840138	73.994985	5031.0	2.07	0.36	1.0	3748	122	15.8	11	3	1.9	1.6	1.0	1869	56527000	2	-0.08	0.15	0.6	403	M4643053	-87	13.0	1.8	601.0	27.0	190.0	2.1	ascent
1064	1064	0.75	19.840209	73.994997	5034.0	1.98	0.31	0.75	3749	118	15.5	11	3	1.8	1.6	0.8	1869	56531000	2	-0.14	0.19	0.6	403	M4643053	-87	13.2	1.8	600.8	27.0	189.0	2.0	ascent
1065	1065	1.0	19.840277	73.995005	5038.0	1.89	0.23	1.0	3752	121	15.6	10	3	1.7	1.2	1.2	1869	56535000	2	-0.3	-0.08	-0.5	403	M4643053	-88	9.8	1.8	600.5	26.0	187.0	1.9	ascent
1066	1066	0.75	19.840337	73.995011	5041.0	1.69	0.15	0.75	3752	120	15.8	8	3	2.0	1.0	1.7	1869	56539000	2	-0.15	0.07	-0.2	403	M4643053	-80	10.5	1.8	600.2	26.0	185.0	1.7	ascent
1067	1067	1.0	19.840395	73.995013	5045.0	1.6	0.06	1.0	3743	121	15.8	8	3	1.7	1.5	0.8	1869	56543000	2	0.27	0.2	0.8	403	M4643053	-84	14.6	1.8	599.9	26.0	182.0	1.6	ascent
1068	1068	1.0	19.840445	73.995011	5049.0	1.4	-0.05	1.0	3739	124	15.9	10	3	2.5	1.4	2.1	1869	56547000	2	-0.28	0.05	-0.3	403	M4643053	-89	15.1	1.8	599.6	25.0	178.0	1.4	ascent
1069	1069	0.75	19.840492	73.995006	5052.0	1.29	-0.14	0.75	3751	116	15.3	10	3	1.3	1.4	0.3	1869	56551000	2	-0.18	0.16	-0.9	403	M4643053	-88	17.5	1.8	599.4	25.0	174.0	1.3	ascent
1070	1070	1.0	19.840534	73.994997	5056.0	1.17	-0.25	1.0	3738	121	15.8	12	3	1.7	1.0	1.4	1869	56555000	2	0.25	-0.06	0.9	403	M4643053	-86	17.7	1.8	599.1	25.0	168.0	1.2	ascent
1071	1071	1.0	19.840571	73.994983	5060.0	1.04	-0.36	1.0	3747	123	15.2	9	3	1.1	1.4	0.3	1869	56559000	2	0.18	-0.18	-0.6	403	M4643053	-85	17.2	1.8	598.8	24.0	161.0	1.1	ascent
1072	1072	1.0	19.840603	73.994965	5064.0	0.88	-0.47	1.0	3748	118	15.0	8	3	1.3	1.7	0.3	1869	56563000	2	0.29	-0.07	-1.0	403	M4643053	-88	8.8	1.8	598.5	24.0	152.0	1.0	ascent
1073	1073	1.0	19.840628	73.994944	5068.0	0.71	-0.55	1.0	3754	123	15.9	12	3	1.3	0.8	1.0	1869	56567000	2	-0.22	0.16	-0.4	403	M4643053	-81	15.8	1.9	598.2	23.0	142.0	0.9	ascent
1074	1074	1.5	19.84065	73.994918	5074.0	0.59	-0.68	1.5	3739	124	15.3	8	3	1.9	1.7	0.8	1869	56571000	2	-0.13	-0.02	0.8	403	M4643053	-86	15.6	2.0	597.8	22.0	131.0	0.9	ascent
1075	1075	1.5	19.840666	73.994889	5080.0	0.46	-0.77	1.5	3747	120	15.8	11	3	1.9	1.7	0.8	1869	56575000	2	-0.14	0.09	0.3	403	M4643053	-86	13.3	2.1	597.3	20.0	121.0	0.9	ascent
1076	1076	1.5	19.840679	73.994853	5086.0	0.36	-0.93	1.5	3740	116	15.8	8	3	1.6	0.9	1.3	1869	56579000	2	0.16	0.15	-0.1	403	M4643053	-87	9.3	2.3	596.9	17.0	111.0	1.0	ascent
1077	1077	1.25	19.840688	73.994812	5091.0	0.25	-1.07	1.25	3743	123	15.5	10	3	2.3	0.9	2.1	1869	56583000	2	-0.02	-0.03	0.1	403	M4643053	-84	15.2	2.6	596.5	14.0	103.0	1.1	ascent
1078	1078	1.25	19.840693	73.994766	5096.0	0.15	-1.19	1.25	3742	124	15.4	10	3	2.4	1.4	1.9	1869	56587000	2	-0.05	0.09	0.7	403	M4643053	-86	11.0	3.0	596.2	11.0	97.0	1.2	ascent
1079	1079	0.75	19.840695	73.994717	5099.0	0.05	-1.3	0.75	3750	115	16.1	12	3	1.7	0.9	1.4	1869	56591000	2	-0.12	0.02	0.2	403	M4643053	-88	15.1	3.4	595.9	9.0	92.0	1.3	ascent
1080	1080	1.0	19.840694	73.994663	5103.0	-0.02	-1.4	1.0	3740	117	15.8	10	3	2.1	1.3	1.6	1869	56595000	2	-0.13	-0.11	-0.3	403	M4643053	-85	16.5	3.7	595.6	8.0	89.0	1.4	ascent
1081	1081	1.0	19.84069	73.994606	5107.0	-0.1	-1.5	1.0	3743	121	16.3	12	3	2.4	1.1	2.1	1869	56599000	2	-0.17	0.14	0.0	403	M4643053	-89	8.6	4.0	595.4	6.0	86.0	1.5	ascent
1082	1082	0.75	19.840685	73.994545	5110.0	-0.14	-1.59	0.75	3750	118	16.4	9	3	2.0	1.2	1.6	1869	56603000	2	-0.03	-0.0	-0.0	403	M4643053	-86	16.7	4.4	595.1	5.0	85.0	1.6	ascent
1083	1083	0.75	19.840678	73.994481	5113.0	-0.21	-1.69	0.75	3739	120	15.8	10	3	1.5	1.5	0.3	1869	56607000	2	-0.13	0.03	0.6	403	M4643053	-85	12.7	4.7	594.9	3.0	83.0	1.7	ascent
1084	1084	1.0	19.84067	73.994409	5117.0	-0.23	-1.89	1.0	3742	118	16.1	8	3	1.1	0.9	0.6	1869	56611000	2	0.29	0.02	-0.4	403	M4643053	-83	12.2	5.0	594.6	2.0	83.0	1.9	ascent
1085	1085	1.0	19.840661	73.994333	5121.0	-0.24	-1.99	1.0	3739	119	16.0	10	3	2.4	1.6	1.8	1869	56615000	2	0.04	0.12	0.3	403	M4643053	-85	9.5	5.2	594.3	2.0	83.0	2.0	ascent
1086	1086	0.75	19.840652	73.994253	5124.0	-0.26	-2.08	0.75	3738	116	16.3	10	3	1.9	1.1	1.5	1869	56619000	2	-0.03	0.05	0.6	403	M4643053	-86	9.2	5.3	594.1	2.0	83.0	2.1	ascent
1087	1087	1.0	19.840644	73.994174	5128.0	-0.22	-2.09	1.0	3745	121	16.2	9	3	2.4	1.8	1.6	1869	56623000	2	-0.18	-0.17	-0.4	403	M4643053	-86	9.1	5.3	593.8	2.0	84.0	2.1	ascent
1088	1088	1.0	19.840637	73.99409	5132.0	-0.19	-2.19	1.0	3752	123	15.9	9	3	1.5	1.3	0.7	1869	56627000	2	-0.13	-0.05	0.1	403	M4643053	-82	11.5	5.4	593.5	2.0	85.0	2.2	ascent
1089	1089	0.75	19.840631	73.994002	5135.0	-0.16	-2.29	0.75	3743	119	16.0	12	3	2.4	1.7	1.7	1869	56631000	2	-0.23	0.2	0.9	403	M4643053	-83	10.0	5.4	593.3	2.0	86.0	2.3	ascent
1090	1090	1.0	19.840627	73.993911	5139.0	-0.13	-2.4	1.0	3744	120	16.4	11	3	2.1	1.7	1.2	1869	56635000	2	0.17	-0.06	-1.0	403	M4643053	-80	15.4	5.4	593.0	2.0	87.0	2.4	ascent
1091	1091	1.0	19.840625	73.993815	5143.0	-0.04	-2.5	1.0	3748	117	16.0	8	3	1.1	1.2	0.3	1869	56639000	2	-0.25	0.16	0.4	403	M4643053	-84	15.7	5.5	592.7	2.0	89.0	2.5	ascent
1092	1092	0.75	19.840627	73.99372	5146.0	0.04	-2.5	0.75	3746	117	16.4	8	3	2.0	1.4	1.4	1869	56643000	2	0.23	0.11	0.2	403	M4643053	-80	16.7	5.5	592.5	2.0	91.0	2.5	ascent
1093	1093	1.0	19.840631	73.99362	5150.0	0.14	-2.6	1.0	3752	120	16.4	11	3	1.2	1.4	0.3	1869	56647000	2	-0.09	0.07	1.0	403	M4643053	-89	11.7	5.6	592.2	1.0	93.0	2.6	ascent
1094	1094	1.0	19.84064	73.993518	5154.0	0.24	-2.69	1.0	3739	123	16.1	12	3	1.4	0.9	1.1	1869	56651000	2	-0.2	-0.09	-0.9	403	M4643053	-82	14.9	5.6	591.9	1.0	95.0	2.7	ascent
1095	1095	0.75	19.840652	73.993415	5157.0	0.33	-2.68	0.75	3744	119	16.0	9	3	2.1	1.7	1.2	1869	56655000	2	0.25	0.07	0.8	403	M4643053	-84	14.4	5.7	591.7	1.0	97.0	2.7	ascent
1096	1096	1.0	19.840667	73.99331	5161.0	0.44	-2.77	1.0	3752	120	16.5	12	3	1.3	1.5	0.3	1869	56659000	2	0.02	-0.09	0.9	403	M4643053	-84	15.5	5.7	591.4	1.0	99.0	2.8	ascent
1097	1097	1.0	19.840687	73.993201	5165.0	0.55	-2.85	1.0	3741	123	16.8	11	3	2.2	1.2	1.8	1869	56663000	2	0.18	0.1	0.1	403	M4643053	-87	15.0	5.7	591.1	1.0	101.0	2.9	ascent
1098	1098	0.75	19.840711	73.993093	5168.0	0.65	-2.83	0.75	3743	117	16.2	9	3	1.5	1.5	0.3	1869	56667000	2	0.14	-0.03	-0.5	403	M4643053	-89	12.6	5.8	590.9	1.0	103.0	2.9	ascent
1099	1099	0.75	19.840739	73.992982	5171.0	0.78	-2.9	0.75	3739	119	16.8	12	3	1.4	1.5	0.3	1869	56671000	2	-0.06	-0.02	0.6	403	M4643053	-86	8.9	5.8	590.7	1.0	105.0	3.0	ascent
